id	company_id	ogrn	inn	full_name	share	share_percent
37	156	1027700220624	0108003448	ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - ПЕСИОННЫЙ ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ	0.00	
38	167	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
39	170	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
40	174	1047797031479	7706562710	ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ФЕДЕРАЛЬНАЯ СЛУЖБА ИСПОЛНЕНИЯ НАКАЗАНИЯ РОССИИ	0.00	
41	175	1027700220624	7706016118	ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - ПЕНСИОННЫЙ ФОНД РОССИЙСКОЙ ФЕДЕРАЦИИ	0.00	
42	188	1030100530591	0105001139	ОТКРЫТОЕ  АКЦИОНЕРНОЕ  ОБЩЕСТВО "АДЫГСЕЛЬСТРОЙ"	5000.00	0.05
43	188	1040100530260	0105041727	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СПМК "МАЙКОПСКАЯ -3"	19000.00	0.19
44	189	1040100507325	0108003864	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  "ШОВГЕНОВСКИЙ РАЙОН"	0.00	
45	190	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
46	197	1040100507325	0108003864	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  "ШОВГЕНОВСКИЙ РАЙОН"	0.00	
47	204	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
48	208	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
49	210	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
50	213	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
51	215	1040100507325	0108003864	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  "ШОВГЕНОВСКИЙ РАЙОН"	0.00	
52	219	1040100507325	0108003864	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  "ШОВГЕНОВСКИЙ РАЙОН"	0.00	
53	220	1020100700509	0105017210	МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
54	225	1030100507370	0101004690	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГИАГИНСКИЙ РАЙОН"		
55	226	1030100507601	0103007791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "КОШЕХАБЛЬСКИЙ РАЙОН"		
56	229	1020100509660	0103006558	АДМИНИСТРАЦИЯ КОШЕХАБЛЬСКОГО РАЙОНА	0.00	
57	237	1020100703402	0105023407	МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОГО РАЗВИТИЯ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
58	257	1020100700454	0105015614	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО "СПИКОР"	342000.00	1.00
59	258	1020100703402	0105023407	МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОГО РАЗВИТИЯ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
60	280	5137746009462	7736666554	ФЕДЕРАЛЬНОЕ АГЕНТСТВО НАУЧНЫХ ОРГАНИЗАЦИЙ	0.00	
61	281	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	3000.00	
62	288	1020100700509	0105017210	МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
63	294	1020100694305	0104007586	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АРХОНТ-РЕСУРС"	3875.00	0.25
64	302	1047796331494	7717509757	ФЕДЕРАЛЬНОЕ ДОРОЖНОЕ АГЕНСТВО		
65	314	1047706034232	7706406291	ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ТЕХНИЧЕСКОМУ РЕГУЛИРОВАНИЮ И МЕТРОЛОГИИ		
66	316	1020100701136	0105023005	АССОЦИАЦИЯ СТРОИТЕЛЬНЫХ ПРЕДПРИЯТИЙ "АДЫГПРОМСТРОЙ"	10000.00	1.00
67	321	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
68	322	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
69	323	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
70	324	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
71	325	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
72	326	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
73	327	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
74	328	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
75	329	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
76	330	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
77	334	1020100694063	0105001072	КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
78	334	1020100707670	0105011338	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "КОНДИТЕРСКАЯ ФАБРИКА "МАЙКОПСКАЯ"		
79	334	1020100695493	0105005310	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АДЫГ - ЮРАК"		
80	334	1020100707252	0104003366	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО КОММЕРЧЕСКАЯ ФИРМА "ЮГ-С"		
81	334	1020100693524	0105014554	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ФИРМА "ДЭШХЫН"		
82	335	1020100709474	0105000819	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МАЙКОПСКИЙ РЕДУКТОРНЫЙ ЗАВОД "ЗАРЕМ"	9712810.00	
83	335	1020100002394	0100000036	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК "МАЙКОПБАНК"	3413276.00	
84	344	1117746977941	7708751825	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОИЗВОДСТВЕННО-ПРОМЫШЛЕННАЯ КОМПАНИЯ РУС-КИТ"	2400.00	0.24
85	346	1037789021423	7705573740	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКСПЕРТ ГРУПП"	1801718.50	0.50
86	366	1020100703402	0105023407	МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОГО РАЗВИТИЯ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
87	383	1020100702082	0105007324	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОНСЕРВНЫЙ ЗАВОД "ХАНСКИЙ"	20000.00	
88	394	1020100700586	0105037907	МИНИСТЕРСТВО СТРОИТЕЛЬСТВА, ТРАНСПОРТА, ЖИЛИЩНО-КОММУНАЛЬНОГО И ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИ АДЫГЕЯ.	1684000.00	
89	402	1020100703402	0105023407	МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОГО РАЗВИТИЯ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
90	422	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
91	453	1020100702929	0105002654	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ТОЧРАДИОМАШ"	2399362.00	
92	456	1027739765635	7706256818	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ЭНЕРГОСНАБСТРОЙ"	6144.00	
93	456	1037732000525	7732119800	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦЕНТРАЛЬНАЯ ГАЗОВАЯ КОМПАНИЯ"	6144.00	
94	456	1037739508773	7715319165	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НЕФТЕПРОМИНВЕСТ"	6144.00	
95	456	1027739765327	7719231715	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОНДОРС ГРУПП"	6144.00	
96	456	1027705034499	7705479681	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГАЗЭНЕРГОРЕСУРС"	6144.00	
97	460	1020100698750	0105017636	АДЫГЕЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ	8000.00	
98	466	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
99	471	1020100700586	0105037907	МИНИСТЕРСТВО СТРОИТЕЛЬСТВА ,ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА РА		
100	482	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	100000.00	
101	485	1127746460885	7710914971	МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ	0.00	
102	489	1020100695273	0105005119	АДЫГЕЙСКИЙ РЕСПУБЛИКАНСКИЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ		
103	515	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	1648917.75	1.00
104	574	1030100534463	0104005758	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МАЙКОПСКИЙ РАЙОН"	0.00	
105	590	1020100699684	0105033959	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПАРКЕТ-МАРКА''	2116630.00	0.65
106	591	1057749571043	7707572220	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФИШТАУ"	2200.00	0.20
107	593	1060105017620	0105049973	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ, СВЯЗЯМ С СООТЕЧЕСТВЕННИКАМИ И СРЕДСТВАМ МАССОВОЙ ИНФОРМАЦИИ	0.00	
108	607	1030100534463	0104005758	АДМИНИСТРАЦИЯ МАЙКОПСКОГО РАЙОНА		
109	616	1020100699740	0105029790	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АГРОРЕСУРС"	8400.00	
110	628	1047797031479	7706562710	ФЕДЕРАЛЬНАЯ СЛУЖБА ИСПОЛНЕНИЯ НАКАЗАНИЙ		
111	629	1020100698661	0105023439	МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
112	634	1020100696923	0105019898	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТОЧМАШЗАВОД"		
113	637	1020100700509	0105017210	МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ АДЫГЕЯ		
114	645	1020100699585	0105007109	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "МАЙКОПСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД"	200.00	
115	648	1020100700509	0105017210	МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ АДЫГЕЯ	0.00	
116	659	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
117	663	1020100694195	0105020815	МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РЕСПУБЛИКИ АДЫГЕЯ		
118	663	1020100711102	0105010768	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ИМУЩЕСТВЕННЫМ ОТНОШЕНИЯМ	760000.00	
119	663	1020100694195	0105020815	МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РЕСПУБЛИКИ АДЫГЕЯ		
120	669	1020100698661	0105023439	МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ АДЫГЕЯ		
121	675	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	23236318.00	
122	684	1025000653930	5003021311	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГАЗПРОМ МЕЖРЕГИОНГАЗ"	8500.00	0.85
123	684	1160105053206	0105077667	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КАРТОНТАРА"	1500.00	0.15
124	686	1020100696990	0105003376	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГЕО"	3199548.00	
125	709	1020100697957	0105000304	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "КАРТОНТАРА"	1000.00	0.06
126	713	1060105017620	0105049973	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ, СВЯЗЯМ С СООТЕЧЕСТВЕННИКАМИ И СРЕДСТВАМ МАССОВОЙ ИНФОРМАЦИИ	0.00	
127	735	1020100701983	0105026020	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КАШТАН И К"	1000.00	
128	745	1020100701488	0105023260	МАЙКОПСКИЙ КАЗАЧИЙ ОТДЕЛ КУБАНСКОГО ВОЙСКОВОГО КАЗАЧЬЕГО ОБЩЕСТВА		
129	753	1020100698661	0105023439	МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РА		
130	779	1060105017620	0105049973	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ, СВЯЗЯМ С СООТЕЧЕСТВЕННИКАМИ И СРЕДСТВАМ МАССОВОЙ ИНФОРМАЦИИ		
131	784	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
132	791	1020100695229	0104005758	ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ МАЙКОПСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ	0.00	
133	805	1020100703590	0105024055	ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МЕЖРЕГИОНАЛЬНАЯ ФИРМА "ГАРАНТ-АУДИТ-А"	2000.00	0.20
134	811	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
179	1040	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
135	813	1060105017620	0105049973	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ, СВЯЗЯМ С СООТЕЧЕСТВЕННИКАМИ И СРЕДСТВАМ МАССОВОЙ ИНФОРМАЦИИ	0.00	
136	838	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
137	849	1020100693029	0104009544	ЭКОНОМИЧЕСКИЙ СОЮЗ ПРОМЫШЛЕННИКОВ И ПРЕДПРИНИМАТЕЛЕЙ	10000.00	
138	855	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
139	863	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"	0.00	
140	866	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
141	869	1047797031479	7706562710	ФЕДЕРАЛЬНАЯ СЛУЖБА ИСПОЛНЕНИЯ НАКАЗАНИЙ	0.00	
142	870	1040100541469	0105043072	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ		
143	877	1020100699673	0104005733	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МАЙКОПСКИЙ РАЙОН"	0.00	
144	878	1020100699673	0104005733	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МАЙКОПСКИЙ РАЙОН"		
145	880	1040100541469	0105043072	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ	0.00	
146	881	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
147	884	1020100699673	0104005733	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МАЙКОПСКИЙ РАЙОН"		
148	888	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
149	894	1040100541469	0105043072	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ	0.00	
150	896	1040100541469	0105043072	КОМИТЕТ РЕСПУБЛИКИ АДЫГЕЯ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ		
151	897	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
152	902	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
153	903	1030100529546	0105038964	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД МАЙКОП"		
154	904	1047797031479	7706562710	ФЕДЕРАЛЬНАЯ СЛУЖБА ИСПОЛНЕНИЯ НАКАЗАНИЙ	0.00	
